DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,MD,20,11791.15,10263.2,8903.45
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,MO,21,32241.904762,8944.4761905,7686.5714286
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,VA,23,41609.826087,9432.7391304,7153.5652174
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,TN,25,52125.12,10614.4,9284.12
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,GA,36,44533.861111,8660.0277778,7392.7777778
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,NC,36,37093.166667,9896.8888889,8107.0555556
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,MI,41,30717.073171,10048.292683,8367.7317073
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,PA,43,58142.651163,9693.6744186,7603.6511628
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,IL,44,61022.25,11249.977273,8835.0454545
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,NJ,47,98499.893617,11502.042553,10066.446809
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,OH,47,52408.425532,10041,8584.106383
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,TX,52,61616.923077,9168.2692308,8006.0192308
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,NY,59,55505.355932,15289.135593,13079.559322
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,FL,62,64328.403226,8384.4516129,7073.483871
067 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,CA,91,82496.417582,14132.351648,11526.395604
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,SD,11,24680.181818,6452.2727273,3927.7272727
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,MT,15,18259.266667,5804.6,4804.8666667
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,NM,16,24664.25,6241.6875,5278
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,OR,19,19695.947368,6724.8421053,5508.5789474
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,KS,21,37898.52381,5420.1904762,4352.047619
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,CO,22,45250.318182,7139.1818182,5410
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,RI,22,25169.863636,8253.0909091,6192.6363636
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,DE,24,16705.166667,7344.8333333,4601.5
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,NE,28,21582.107143,5709.1785714,4533.3928571
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,NV,34,56391.705882,6936.9117647,5635.0294118
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,IA,38,22810.842105,7270.5,6225.2894737
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,WV,38,21772.526316,6714.5789474,4685.6578947
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,WI,40,26551.15,6157.575,4844.55
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,AZ,44,38293,6872.0227273,5566.3863636
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,CT,46,28011.630435,8216.3695652,6653.1304348
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,AR,47,23695.489362,5327.3617021,4001.4042553
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,SC,47,32246.765957,5967.2553191,4434.1489362
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,MN,49,21973.408163,6913.7346939,5494.0816327
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,LA,62,29798.790323,5863.5806452,4405.2580645
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,OK,67,28054.208955,5764.6268657,4337.0447761
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,MS,68,29198.470588,5674.3970588,4040.8088235
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,WA,77,36243.896104,7550.3506494,5663.9220779
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,KY,82,34698.402439,6131.5121951,4878.7926829
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,MO,86,31027.581395,5924.1511628,4476.5581395
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,AL,87,36208.850575,5094.7356322,3900.6666667
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,MA,91,17156.659341,8068.7692308,6536.021978
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,IN,93,27627.387097,5723.2150538,4535.7526882
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,TN,97,33940.958763,5969.6907216,4283.8556701
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,GA,98,29017.367347,5978.7755102,4551.3265306
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,VA,99,27916.080808,6349.030303,4445.3737374
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,MD,100,8957.19,8303.04,7041.44
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,NC,130,24253.9,6211.3076923,4563.7923077
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,MI,154,21446.188312,7032.5779221,5201.2597403
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,NJ,172,65533.354651,7398.244186,6047.8953488
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,IL,174,37602.724138,6681.9827586,5295.0172414
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,OH,176,28221.772727,6489.6647727,4739.7670455
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,PA,204,39240.02451,6861.8627451,5100.4215686
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,CA,273,60691.263736,9042.025641,7018.8498168
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,NY,283,35757.045936,8791.819788,7065.5017668
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,TX,307,40600.224756,6069.9218241,4587.4104235
068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,FL,351,49215.031339,6492.4843305,4663.6609687
069 - TRANSIENT ISCHEMIA,AK,43,45558.72093,10027.093023,8861.1162791
069 - TRANSIENT ISCHEMIA,WY,47,20589.531915,6597.2978723,5483.8510638
069 - TRANSIENT ISCHEMIA,VT,60,19113.2,6660.4833333,5401.15
069 - TRANSIENT ISCHEMIA,HI,64,24800.25,7897.96875,6179.15625
069 - TRANSIENT ISCHEMIA,SD,65,26453.246154,5483.4769231,4147.2
069 - TRANSIENT ISCHEMIA,ND,77,21263,5106.3506494,3895.8181818
069 - TRANSIENT ISCHEMIA,MT,89,16897.573034,5042.5617978,3896.247191
069 - TRANSIENT ISCHEMIA,DC,107,30278.616822,7692.9813084,5107.9345794
069 - TRANSIENT ISCHEMIA,UT,109,22974.394495,5371.2752294,3981.0550459
069 - TRANSIENT ISCHEMIA,ID,115,22901.626087,5355.7565217,3872.5304348
069 - TRANSIENT ISCHEMIA,RI,165,22357.830303,6218.6121212,4909.9575758
069 - TRANSIENT ISCHEMIA,ME,171,16340.169591,5363.4561404,4100.7426901
069 - TRANSIENT ISCHEMIA,NM,205,26312.146341,5855.497561,4398.1121951
069 - TRANSIENT ISCHEMIA,NH,222,26065.490991,5427.1846847,4069.1666667
069 - TRANSIENT ISCHEMIA,OR,226,22473.004425,6095.8318584,4771.8318584
069 - TRANSIENT ISCHEMIA,NE,250,22631.228,4963.048,3752.784
069 - TRANSIENT ISCHEMIA,DE,278,17547.111511,5906.3884892,4261.2410072
069 - TRANSIENT ISCHEMIA,CO,309,42329.28479,5454.1521036,4082.0291262
069 - TRANSIENT ISCHEMIA,NV,328,49002.957317,5996.6981707,4605.6128049
069 - TRANSIENT ISCHEMIA,KS,451,33227.35255,4880.3747228,3707.5498891
069 - TRANSIENT ISCHEMIA,MN,462,19016.227273,5826.9264069,4349.6883117
069 - TRANSIENT ISCHEMIA,CT,512,25820.537109,6670.4042969,5208.1523438
069 - TRANSIENT ISCHEMIA,AZ,571,36163.208406,5679.9176883,4440.7005254
069 - TRANSIENT ISCHEMIA,AR,599,19500.437396,4565.9449082,3349.1869783
069 - TRANSIENT ISCHEMIA,MS,611,28258.297872,4756.1849427,3480.3338789
069 - TRANSIENT ISCHEMIA,WA,683,28589.218155,5947.7964861,4450.5007321
069 - TRANSIENT ISCHEMIA,KY,767,24642.804433,5221.7340287,3835.7431551
069 - TRANSIENT ISCHEMIA,OK,816,24399.730392,5141.9191176,3750.4656863
069 - TRANSIENT ISCHEMIA,LA,863,26752.726535,5602.2607184,3888.5840093
069 - TRANSIENT ISCHEMIA,MO,938,27030.823028,4806.2153518,3589.1055437
069 - TRANSIENT ISCHEMIA,IN,1029,24105.376093,5111.1389699,3820.068999
069 - TRANSIENT ISCHEMIA,SC,1038,29506.453757,5070.7312139,3583.8439306
069 - TRANSIENT ISCHEMIA,MA,1162,15170.568847,6162.8881239,4892.246988
069 - TRANSIENT ISCHEMIA,MD,1162,8900.742685,8252.9879518,6940.2082616
069 - TRANSIENT ISCHEMIA,AL,1233,29951.932685,4513.729927,3247.7891322
069 - TRANSIENT ISCHEMIA,TN,1271,28029.343037,4978.6365067,3647.7568843
069 - TRANSIENT ISCHEMIA,NC,1278,22479.438185,5296.6658842,3765.7112676
069 - TRANSIENT ISCHEMIA,GA,1382,28012.246744,5165.3068017,3767.7568741
069 - TRANSIENT ISCHEMIA,VA,1596,25985.891604,5072.9135338,3570.2550125
069 - TRANSIENT ISCHEMIA,NJ,1670,51954.578443,6164.8161677,4684.6
069 - TRANSIENT ISCHEMIA,OH,1730,24293.718497,5307.765896,3798.2317919
069 - TRANSIENT ISCHEMIA,IL,1917,29846.365676,5696.6364111,4135.2916015
069 - TRANSIENT ISCHEMIA,MI,2252,18904.752664,5627.8028419,4217.0137655
069 - TRANSIENT ISCHEMIA,PA,2477,31693.312475,5715.7537344,3937.1170771
069 - TRANSIENT ISCHEMIA,NY,3014,31693.702389,7482.6025216,5917.9810883
069 - TRANSIENT ISCHEMIA,CA,3780,50979.728042,7393.0931217,5949.9190476
069 - TRANSIENT ISCHEMIA,TX,3831,39386.24615,5285.2967894,3875.4507961
069 - TRANSIENT ISCHEMIA,FL,4891,44235.070333,5012.3631159,3695.2083419
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,WY,13,39899.230769,14141.384615,13156.538462
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,AK,14,79004.714286,18837.357143,16474.428571
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,VT,32,45792.90625,17451.21875,15609
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,SD,39,43656.25641,11939.974359,10448.512821
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NH,48,50814.4375,12593.25,11279.6875
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,HI,51,48295.823529,16250.647059,14760.27451
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,ND,53,31048.301887,10852.773585,9672.0377358
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,RI,60,38669.433333,13646.55,12092.7
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,ID,64,37335.109375,11931.546875,9752.1875
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,MT,66,29455.242424,10608.484848,9396.5
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,DC,70,73539,18732.271429,15092.557143
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,ME,83,40448.783133,13595.13253,11249.072289
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,DE,90,43571.288889,12651.611111,10617.388889
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NM,121,31784.22314,12146.016529,10536.950413
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,WV,124,42161.330645,13149.080645,10206.564516
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,UT,128,33224.632813,11555.75,9790.1328125
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NE,150,51957.02,12640.593333,10467.973333
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,KS,176,55669.284091,10473,8902.9659091
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,OR,176,40363.414773,13800.477273,11979.522727
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,AR,193,33603.720207,9527.1606218,8592.2953368
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,LA,196,41020.494898,11245.663265,9574.0459184
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,CT,198,49358.459596,14811.540404,12351.79798
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,MS,200,46700.42,10386.235,9342.435
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,WI,210,41085.490476,12070.12381,10314.72381
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,IA,213,39709.774648,11207.159624,9632.4037559
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NV,215,71468.706977,11451.911628,10439.651163
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,CO,217,60977.59447,12225.967742,10677.760369
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,AZ,246,53297.971545,12213.012195,10856.256098
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,OK,265,42593.415094,10576.135849,9449.7886792
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,SC,298,55417.288591,11804.657718,9525.7348993
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,MD,307,18056.801303,16675.013029,15622.80456
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NJ,329,81729.358663,13670.042553,11979.574468
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,MA,333,31983.342342,14394.996997,12366.612613
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,KY,341,45495.982405,11520.521994,9848.3431085
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,MN,348,42970.658046,13551.181034,11755.178161
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,AL,377,53011.201592,9728.1697613,8211.1485411
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,MO,388,47172.247423,11113.706186,9897.3221649
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,IN,391,43776.554987,11396.109974,10127.109974
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,WA,406,51242.381773,13237.302956,11593.083744
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,VA,453,41624.110375,11075.97351,9224.0286976
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,GA,488,48126.82582,11378.364754,9423.3360656
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NC,530,37036.669811,11555.645283,9564.5924528
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,TN,535,40496.899065,10339.44486,8876.1943925
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,IL,650,46784.669231,11662.72,9867.56
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NY,700,56408.801429,15959.301429,13923.95
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,OH,706,42853.747875,11768.674221,9784.9759207
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,MI,744,32562.612903,12193.75,10789.821237
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,PA,746,62587.654155,12821.058981,10070.650134
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,FL,1069,64755.085126,10869.900842,9434.3292797
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,TX,1115,61995.2,11125.904036,9592.8789238
070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,CA,1514,82698.485469,15451.80251,13982.254954
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,AK,11,50096.454545,15045.090909,8791.7272727
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,WY,27,24447.37037,9580.1851852,6507.7407407
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,SD,35,30276.514286,7348.0285714,6052.8
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,HI,36,28740.805556,9822.0277778,8490.6666667
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,VT,40,25609.35,9045.6,7843.8
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,ND,42,18510.142857,6704.547619,5332.952381
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,MT,52,19798.653846,6826.0192308,5434.0576923
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,DC,59,41379.016949,11324.610169,7952.779661
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NH,66,26147.80303,7353.5151515,5850.7272727
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,RI,70,26212.042857,8359.1142857,6714.6857143
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,ID,87,23197.183908,7044.2413793,5733.0114943
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,ME,89,24467.101124,8521.8426966,5784.7865169
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NM,103,24930.718447,8352.4951456,6326.2718447
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,UT,118,21940.101695,7056.8135593,5757.6101695
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,WV,125,26135.672,7634.408,5472.712
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,DE,126,24917.468254,7169.1111111,5470.7539683
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NE,137,25775.423358,6566.3211679,5347.4233577
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NV,137,53793.656934,7548.2554745,6457.5985401
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,OR,183,26180.743169,8525.3934426,6885.3825137
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,AR,186,25089.645161,6129.2204301,5049.4731183
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,LA,191,27143.015707,7197.0314136,5359.6492147
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,KS,196,33042.729592,6189.5969388,5100.1173469
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,IA,216,22447.782407,6832.4212963,5409.4490741
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,WI,216,26653.125,7096.625,5659.6759259
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,CO,221,43552.59276,7330.6515837,5881.1809955
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,CT,234,30974.940171,8833.2564103,7168.982906
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,OK,239,28558.301255,6917.1422594,5311.1882845
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,AZ,252,42087.825397,7629.6825397,6354.4960317
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,MS,275,28251.883636,5993.5818182,4972.4327273
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,SC,300,33547.583333,7119.01,5374.8966667
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,KY,315,26456.660317,6861.5968254,5453.6571429
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,MA,320,18171.875,8304.015625,7037.825
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NJ,337,61420.605341,8272.6023739,6679.7507418
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,MO,345,27484.802899,6354.5449275,5357.1101449
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,MN,347,27528.15562,8393.092219,6196.1268012
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,AL,386,34261.759067,6036.2772021,4712.9093264
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,IN,389,29169.118252,6895.3264781,5574.4215938
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,WA,415,34667.086747,7734.9060241,6399.8216867
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,MD,456,10700.980263,9886.4078947,8860.6798246
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,VA,465,27694.090323,7046.1290323,5263.3978495
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NC,512,25129.644531,6769.8769531,5291.5039063
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,IL,525,31695.801905,7297.0819048,5703.9504762
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,GA,530,30053.630189,6362.3584906,5301.9037736
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,TN,530,25453.422642,6219.9169811,4986.6584906
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,MI,691,21604.374819,7460.3545586,6079.1620839
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NY,721,35297.299584,9325.8654646,7483.3120666
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,PA,745,34836.699329,7218.7610738,5462.9100671
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,OH,758,26752.015831,7081.9973615,5440.4023747
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,TX,1137,38276.078276,6644.7115215,5363.2251539
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,FL,1208,42909.825331,6598.0753311,5306.7458609
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,CA,1364,54221.036657,9490.292522,8131.6246334
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,SD,12,22769.666667,6559.5,3899.4166667
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,RI,14,24863.285714,6847,4317.0714286
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,DC,18,22910.166667,8336.1111111,6058.6111111
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,DE,18,16595,5225.2777778,3938.0555556
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,NH,18,29076.222222,5350.7777778,4469.1666667
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,NM,22,20922.181818,6268.5909091,4899.1363636
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,ME,27,18695.407407,5447,4012.8518519
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,WV,28,19190.321429,5634.8928571,4147.6785714
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,UT,33,18522.363636,5080.5151515,3850.2424242
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,NE,35,20865.885714,5433.7142857,3859.9428571
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,OR,35,23108.514286,6549.6571429,4865.2857143
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,IA,40,19285.6,5219.175,3922.1
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,WI,42,21319.166667,5447.3095238,3698.7380952
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,LA,44,21316.25,5248.7045455,3897.9318182
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,AR,47,22873.340426,5042.7234043,3885.106383
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,KY,49,20899.061224,5013.1020408,3696.8979592
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,NV,49,47861.897959,6331,4596.3469388
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,KS,50,23178.96,4733.6,3765.04
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,CO,53,32752.867925,5583.9433962,4089.4528302
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,AZ,56,33691.160714,6101.8214286,4461.1428571
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,CT,59,25286.423729,6597.779661,5139.5254237
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,OK,61,23720.295082,5448.3114754,3865.1147541
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,MN,66,17562.030303,5863.5454545,4315.9090909
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,WA,76,26318.644737,5976.5131579,4626.5
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,SC,79,28441.721519,5228.6455696,3553.9113924
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,MD,84,7828.297619,7231.3809524,6234.3809524
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,MO,84,23097.869048,4778.9166667,3531.3809524
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,MS,91,22522.494505,4745.4835165,3522.7472527
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,NJ,96,46239.114583,6305.5833333,4658.7604167
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,AL,98,29023.928571,4528.5306122,3280.4081633
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,GA,105,23921.904762,4912.0666667,3708.7619048
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,MA,106,15641.141509,6476.1981132,5045.0754717
